cet_timestamp,Day-ahead Price [EUR/MWh],Solar  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],Actual Total Load [MW] - BZN|DE-LU,WeekDays
2020-10-23 19:00:00,53.79,0.0,4388.25,8600.75,64578.75,4
2020-10-23 20:00:00,43.6,0.0,4010.0,10256.0,60400.5,4
2020-10-23 21:00:00,35.84,0.0,3829.25,11566.75,56317.5,4
2020-10-23 22:00:00,38.45,0.0,3660.0,12024.5,53748.5,4
2020-10-23 23:00:00,36.58,0.0,3230.75,13056.75,49263.5,4
2020-10-24 00:00:00,29.84,0.0,3583.75,13941.25,45989.0,5
2020-10-24 01:00:00,31.94,0.0,2974.5,14452.0,43860.0,5
2020-10-24 02:00:00,33.01,0.0,3476.75,14680.5,42423.75,5
2020-10-24 03:00:00,26.32,0.0,4191.25,14622.25,41874.75,5
2020-10-24 04:00:00,25.59,0.0,4857.25,15029.5,42060.5,5
2020-10-24 05:00:00,23.95,0.0,4787.25,15338.0,42941.5,5
2020-10-24 06:00:00,26.01,0.0,4858.75,16036.75,44781.0,5
2020-10-24 07:00:00,31.08,12.25,4730.75,16709.0,48093.0,5
2020-10-24 08:00:00,36.58,818.75,4187.0,16390.5,52125.75,5
2020-10-24 09:00:00,41.33,4095.75,4840.0,15623.75,54718.75,5
2020-10-24 10:00:00,40.55,8219.0,5016.25,15986.5,56965.25,5
2020-10-24 11:00:00,36.2,11187.75,5331.0,17442.0,58486.25,5
2020-10-24 12:00:00,31.81,12631.75,5458.75,19125.0,57858.5,5
2020-10-24 13:00:00,26.55,12280.0,5629.5,19990.75,57141.0,5
2020-10-24 14:00:00,24.45,11027.25,5556.0,19280.75,55657.25,5
2020-10-24 15:00:00,24.35,8669.75,5619.25,17592.0,54052.0,5
2020-10-24 16:00:00,28.72,5141.5,5779.75,15911.75,53882.25,5
2020-10-24 17:00:00,34.41,1170.0,5807.25,15467.75,54915.25,5
2020-10-24 18:00:00,41.57,6.25,5676.0,17018.5,57628.0,5
2020-10-24 19:00:00,41.17,0.0,5491.0,19335.25,57355.5,5
2020-10-24 20:00:00,37.0,0.0,5517.75,20436.75,53598.25,5
2020-10-24 21:00:00,25.44,0.0,5660.25,21894.25,50004.75,5
2020-10-24 22:00:00,23.01,0.0,5740.75,22447.0,48684.75,5
2020-10-24 23:00:00,13.1,0.0,5773.75,23217.5,45875.0,5
2020-10-25 00:00:00,0.05,0.0,5869.75,23483.75,42478.5,6
2020-10-25 01:00:00,0.06,0.0,5956.75,23985.75,40302.5,6
2020-10-25 02:00:00,0.15,0.0,5960.25,23988.25,39299.75,6
2020-10-25 03:00:00,-0.1,0.0,5953.25,23816.25,39370.25,6
2020-10-25 04:00:00,-7.98,0.0,6046.0,24700.75,39952.0,6
2020-10-25 05:00:00,-1.13,7.0,6131.5,25442.75,40398.5,6
2020-10-25 06:00:00,-2.34,239.75,6185.75,26568.5,42461.75,6
2020-10-25 07:00:00,-1.37,1344.0,6098.75,26283.75,45018.75,6
2020-10-25 08:00:00,0.02,4909.0,5887.5,25428.5,48508.5,6
2020-10-25 09:00:00,-0.07,8913.75,5780.75,22612.25,51708.5,6
2020-10-25 10:00:00,-0.06,12136.5,5974.25,19807.25,53314.0,6
2020-10-25 11:00:00,2.74,14084.25,5768.5,18506.75,54307.75,6
2020-10-25 12:00:00,9.5,13904.25,5606.75,17300.25,53857.0,6
2020-10-25 13:00:00,4.64,12170.75,5603.25,16296.0,51553.5,6
2020-10-25 14:00:00,15.02,8882.75,5233.25,14830.25,50394.25,6
2020-10-25 15:00:00,30.42,4456.25,5156.25,13406.5,49373.0,6
2020-10-25 16:00:00,34.4,750.25,4675.25,13153.75,49901.75,6
2020-10-25 17:00:00,42.5,4.0,4788.0,14260.25,54619.75,6
2020-10-25 18:00:00,44.98,0.0,5367.0,15310.5,55710.0,6
2020-10-25 19:00:00,35.18,0.0,5598.75,15108.0,54110.5,6
2020-10-25 20:00:00,33.6,0.0,5420.5,14477.75,50785.75,6
2020-10-25 21:00:00,31.09,0.0,5777.5,13636.75,48900.75,6
2020-10-25 22:00:00,28.34,0.0,5445.5,12737.25,48347.25,6
2020-10-25 23:00:00,34.75,0.0,4914.25,11595.5,44822.25,6
2020-10-26 00:00:00,24.29,0.0,4523.5,9987.75,42528.5,0
2020-10-26 01:00:00,20.98,0.0,4155.0,8981.5,41062.5,0
2020-10-26 02:00:00,22.16,0.0,3583.5,8532.75,40403.25,0
2020-10-26 03:00:00,18.8,0.0,3640.5,8283.75,40722.0,0
2020-10-26 04:00:00,18.8,0.0,3772.25,8432.75,42938.25,0
2020-10-26 05:00:00,26.21,0.0,4416.0,8229.0,47056.75,0
2020-10-26 06:00:00,41.08,7.5,4562.75,8613.25,56643.0,0
2020-10-26 07:00:00,45.8,317.5,3616.25,9251.5,62841.25,0
2020-10-26 08:00:00,48.0,1352.5,3717.0,8989.25,66552.0,0
2020-10-26 09:00:00,49.09,2676.75,3703.0,8632.75,67438.75,0
2020-10-26 10:00:00,48.59,3622.75,4041.0,8795.25,69345.25,0
2020-10-26 11:00:00,48.6,4346.0,4431.25,9696.5,70568.75,0
2020-10-26 12:00:00,46.57,4262.25,4448.75,9860.25,71228.5,0
2020-10-26 13:00:00,42.99,3770.5,4742.5,9646.25,70438.0,0
2020-10-26 14:00:00,43.69,2619.0,4741.75,9586.0,69125.5,0
2020-10-26 15:00:00,44.99,1500.5,4571.25,9094.5,67728.0,0
2020-10-26 16:00:00,45.02,403.5,4816.25,9296.5,66888.25,0
2020-10-26 17:00:00,49.77,7.5,4658.75,10283.5,68276.25,0
2020-10-26 18:00:00,50.22,0.0,4829.75,12352.0,68343.0,0
2020-10-26 19:00:00,49.5,0.0,5127.75,15020.75,67200.5,0
2020-10-26 20:00:00,41.11,0.0,5222.75,17052.75,63539.0,0
2020-10-26 21:00:00,34.77,0.0,4901.75,17741.75,59981.0,0
2020-10-26 22:00:00,29.48,0.0,4822.25,17689.75,56321.25,0
2020-10-26 23:00:00,27.85,0.0,5289.75,17924.5,52492.0,0
2020-10-27 00:00:00,28.76,0.0,5547.5,18054.75,48701.5,1
2020-10-27 01:00:00,27.96,0.0,5570.0,17937.75,46919.25,1
2020-10-27 02:00:00,26.91,0.0,5523.5,17663.75,46368.25,1
2020-10-27 03:00:00,25.83,0.0,4654.25,16847.25,46053.5,1
2020-10-27 04:00:00,27.98,0.0,5410.25,17037.25,47377.0,1
2020-10-27 05:00:00,32.04,0.0,5664.75,16948.25,51658.75,1
2020-10-27 06:00:00,40.5,6.75,5337.75,17459.0,59591.0,1
2020-10-27 07:00:00,45.43,499.0,5340.5,17465.0,64964.75,1
2020-10-27 08:00:00,47.52,3133.75,5301.75,16897.25,68080.25,1
2020-10-27 09:00:00,43.29,6917.5,5324.75,16921.75,68805.0,1
2020-10-27 10:00:00,36.42,10299.5,5364.5,17749.0,70383.25,1
2020-10-27 11:00:00,33.44,11256.75,5261.5,18651.5,71791.75,1
2020-10-27 12:00:00,36.22,10239.0,5286.5,19321.75,70907.0,1
2020-10-27 13:00:00,36.27,8694.25,5088.0,19464.25,69796.0,1
2020-10-27 14:00:00,35.97,6747.25,5401.75,19398.0,67917.25,1
2020-10-27 15:00:00,41.55,4032.0,5536.25,18917.0,67090.25,1
2020-10-27 16:00:00,43.35,971.25,5805.25,19252.25,66274.25,1
2020-10-27 17:00:00,45.02,7.0,6150.0,21242.25,69379.0,1
2020-10-27 18:00:00,44.26,0.0,6178.5,24123.75,70090.0,1
2020-10-27 19:00:00,40.57,0.0,6183.5,26994.75,68647.25,1
2020-10-27 20:00:00,32.12,0.0,6134.75,28828.0,64657.5,1
2020-10-27 21:00:00,27.12,0.0,5896.0,30004.5,61223.25,1
2020-10-27 22:00:00,24.41,0.0,5700.5,30170.0,57790.25,1
2020-10-27 23:00:00,7.61,0.0,5677.75,30407.5,53770.5,1
2020-10-28 00:00:00,4.79,0.0,5714.25,30323.0,50132.0,2
2020-10-28 01:00:00,2.24,0.0,5732.0,29840.75,48025.5,2
2020-10-28 02:00:00,0.1,0.0,5700.5,28600.0,47053.5,2
2020-10-28 03:00:00,4.3,0.0,5967.5,27021.75,47769.0,2
2020-10-28 04:00:00,18.74,0.0,6089.75,24467.5,49086.0,2
2020-10-28 05:00:00,27.81,0.0,6094.5,22389.25,51812.0,2
2020-10-28 06:00:00,34.9,5.25,6237.75,20640.75,59872.5,2
2020-10-28 07:00:00,44.69,404.0,6197.25,19562.5,65486.0,2
2020-10-28 08:00:00,45.46,2145.5,6107.5,17837.25,68493.5,2
2020-10-28 09:00:00,44.59,4687.0,5536.0,16868.5,68550.25,2
2020-10-28 10:00:00,41.54,7891.0,5751.75,17368.0,69283.75,2
2020-10-28 11:00:00,39.56,10558.25,5216.25,19008.75,70634.25,2
2020-10-28 12:00:00,31.11,11402.25,4581.5,21043.75,71773.5,2
2020-10-28 13:00:00,30.96,10445.5,4534.25,21703.75,70749.0,2
2020-10-28 14:00:00,34.48,7734.75,4672.0,21509.0,68892.75,2
2020-10-28 15:00:00,42.33,4439.0,4740.5,20135.0,67032.75,2
2020-10-28 16:00:00,44.16,898.25,4686.75,19879.75,65742.5,2
2020-10-28 17:00:00,45.84,2.0,4567.25,21265.5,68310.0,2
2020-10-28 18:00:00,41.4,0.0,4507.5,23512.25,69773.5,2
2020-10-28 19:00:00,37.71,0.0,4920.0,24632.25,68358.25,2
2020-10-28 20:00:00,30.98,0.0,4808.0,25419.0,65287.75,2
2020-10-28 21:00:00,26.11,0.0,4846.5,25094.25,61083.5,2
2020-10-28 22:00:00,26.14,0.0,4675.0,25441.5,57324.0,2
2020-10-28 23:00:00,18.67,0.0,4821.25,26321.25,52975.25,2
2020-10-29 00:00:00,23.11,0.0,3936.25,26947.0,49524.0,3
2020-10-29 01:00:00,22.86,0.0,3448.5,27876.0,47385.75,3
2020-10-29 02:00:00,8.83,0.0,3536.75,27927.5,46983.25,3
2020-10-29 03:00:00,5.92,0.0,4421.5,27902.25,47805.75,3
2020-10-29 04:00:00,11.14,0.0,5200.25,26897.25,49662.75,3
2020-10-29 05:00:00,23.07,0.0,5136.25,26732.0,52791.0,3
2020-10-29 06:00:00,33.81,4.5,5211.25,26914.5,61309.25,3
2020-10-29 07:00:00,41.88,328.75,4997.5,26333.25,66534.5,3
2020-10-29 08:00:00,44.25,2317.5,4986.5,25242.0,68906.0,3
2020-10-29 09:00:00,41.31,5741.0,4922.0,25359.5,69803.25,3
2020-10-29 10:00:00,33.01,8393.0,5224.75,26442.75,71947.75,3
2020-10-29 11:00:00,29.89,9840.75,5606.5,26735.0,72907.0,3
2020-10-29 12:00:00,26.39,9675.75,4756.75,27017.75,72790.75,3
2020-10-29 13:00:00,30.19,7985.0,4722.0,25335.75,71706.0,3
2020-10-29 14:00:00,41.09,5324.5,4439.75,22311.0,68879.75,3
2020-10-29 15:00:00,42.46,2449.25,4404.5,18993.0,69589.5,3
2020-10-29 16:00:00,44.78,350.75,4623.0,17080.25,67484.0,3
2020-10-29 17:00:00,48.99,0.25,4485.25,17004.0,69694.5,3
2020-10-29 18:00:00,50.1,0.0,4088.5,17494.25,69351.75,3
2020-10-29 19:00:00,44.11,0.0,4402.5,18149.5,67341.5,3
2020-10-29 20:00:00,41.94,0.0,5090.75,18613.75,63828.25,3
2020-10-29 21:00:00,36.03,0.0,5181.25,19182.75,59823.0,3
2020-10-29 22:00:00,33.02,0.0,5253.5,19132.25,56780.0,3
2020-10-29 23:00:00,25.35,0.0,4896.0,19244.0,52331.0,3
2020-10-30 00:00:00,21.61,0.0,4817.25,19554.75,49191.25,4
2020-10-30 01:00:00,15.56,0.0,4816.25,19923.5,47458.25,4
2020-10-30 02:00:00,9.54,0.0,4660.25,20457.5,46700.25,4
2020-10-30 03:00:00,5.43,0.0,4891.0,21190.0,47421.0,4
2020-10-30 04:00:00,5.7,0.0,5000.75,21611.75,48993.0,4
2020-10-30 05:00:00,15.19,0.0,5034.5,22320.75,51830.5,4
2020-10-30 06:00:00,26.05,2.5,5082.75,24290.25,59403.75,4
2020-10-30 07:00:00,34.57,130.25,5134.0,25109.25,66135.5,4
2020-10-30 08:00:00,37.3,776.5,5101.75,25877.0,69397.75,4
2020-10-30 09:00:00,34.97,1835.25,5090.0,26620.0,70154.0,4
2020-10-30 10:00:00,32.77,2867.0,5138.75,26786.5,71324.75,4
2020-10-30 11:00:00,35.33,3690.75,5096.25,27213.25,72558.25,4
2020-10-30 12:00:00,35.11,4163.75,5093.25,27319.0,72004.5,4
2020-10-30 13:00:00,32.5,3850.0,4908.75,26728.75,70198.25,4
2020-10-30 14:00:00,33.4,2741.0,4670.5,25833.75,68477.0,4
2020-10-30 15:00:00,37.31,1509.5,3949.5,24831.5,66412.5,4
2020-10-30 16:00:00,40.42,402.5,3812.25,23430.75,66016.0,4
2020-10-30 17:00:00,40.43,1.25,3589.0,22032.5,67727.75,4
2020-10-30 18:00:00,44.89,0.0,3242.5,21115.75,67763.5,4
2020-10-30 19:00:00,42.95,0.0,3187.5,19949.5,64634.5,4
2020-10-30 20:00:00,42.47,0.0,3170.25,18677.75,60437.25,4
2020-10-30 21:00:00,38.04,0.0,2667.5,17099.75,56399.5,4
2020-10-30 22:00:00,32.32,0.0,1958.25,15538.75,52963.25,4
2020-10-30 23:00:00,30.75,0.0,1449.25,14410.5,48845.25,4
2020-10-31 00:00:00,35.04,0.0,977.75,12808.25,45188.0,5
2020-10-31 01:00:00,31.5,0.0,430.0,11218.25,42914.75,5
2020-10-31 02:00:00,29.8,0.0,259.0,9406.25,41394.0,5
2020-10-31 03:00:00,30.0,0.0,231.25,7821.5,40751.75,5
2020-10-31 04:00:00,28.54,0.0,101.25,6336.25,41543.0,5
2020-10-31 05:00:00,28.44,0.0,102.0,5085.75,41848.75,5
2020-10-31 06:00:00,30.53,1.25,212.25,4359.5,42959.5,5
2020-10-31 07:00:00,34.66,406.5,598.75,4158.75,46019.75,5
2020-10-31 08:00:00,36.94,2875.0,1075.5,4102.75,50170.5,5
2020-10-31 09:00:00,38.74,6813.5,2098.0,3879.75,52685.75,5
2020-10-31 10:00:00,36.6,10119.25,3072.25,4006.5,55101.5,5
2020-10-31 11:00:00,34.19,12086.75,3855.25,4573.5,56976.25,5
2020-10-31 12:00:00,31.83,12670.0,4300.75,5656.25,56487.25,5
2020-10-31 13:00:00,27.78,11726.5,4432.75,6597.25,54390.5,5
2020-10-31 14:00:00,26.03,9278.5,4554.5,7328.75,53029.75,5
2020-10-31 15:00:00,28.63,5026.5,4671.0,8395.5,52847.0,5
2020-10-31 16:00:00,29.9,1097.5,4738.5,10670.5,52478.0,5
2020-10-31 17:00:00,38.25,2.25,5072.5,13999.75,56326.25,5
2020-10-31 18:00:00,34.56,0.0,5501.0,17778.0,57396.0,5
2020-10-31 19:00:00,30.8,0.0,5736.25,19886.25,55269.75,5
2020-10-31 20:00:00,27.33,0.0,5893.25,20619.75,52302.0,5
2020-10-31 21:00:00,25.83,0.0,5930.75,21182.0,49273.25,5
2020-10-31 22:00:00,25.84,0.0,5830.75,20160.0,48089.25,5
2020-10-31 23:00:00,22.74,0.0,5694.0,18978.25,44729.0,5
2020-11-01 00:00:00,24.26,0.0,5628.25,17488.75,41076.0,6
2020-11-01 01:00:00,23.21,0.0,4879.25,16438.75,39058.25,6
2020-11-01 02:00:00,20.03,0.0,4302.25,15756.75,38174.25,6
2020-11-01 03:00:00,13.62,0.0,4658.5,14519.0,37339.5,6
2020-11-01 04:00:00,10.48,0.0,3950.0,13602.75,38126.75,6
2020-11-01 05:00:00,10.01,0.0,3357.5,12509.0,38345.75,6
2020-11-01 06:00:00,11.23,1.25,4359.75,12311.5,38766.5,6
2020-11-01 07:00:00,6.56,198.75,5416.25,12600.5,41022.75,6
2020-11-01 08:00:00,10.08,1229.0,5399.5,13021.5,45447.0,6
2020-11-01 09:00:00,18.01,2989.25,5515.25,12965.75,47985.25,6
2020-11-01 10:00:00,25.89,4446.75,5729.25,13838.75,50642.5,6
2020-11-01 11:00:00,26.85,5414.0,5799.0,16483.25,53660.0,6
2020-11-01 12:00:00,23.28,5527.75,5784.0,19123.75,54265.5,6
2020-11-01 13:00:00,15.66,4568.25,5811.0,20218.25,53210.25,6
2020-11-01 14:00:00,8.38,2930.0,5874.25,21161.5,51516.25,6
2020-11-01 15:00:00,6.97,1273.75,5919.75,22526.75,51304.0,6
2020-11-01 16:00:00,9.26,165.75,6111.25,24522.0,51946.5,6
2020-11-01 17:00:00,23.29,0.25,6218.0,26828.75,56371.0,6
2020-11-01 18:00:00,25.23,0.0,6180.75,27893.5,57459.75,6
2020-11-01 19:00:00,25.94,0.0,6237.5,27674.25,55415.75,6
2020-11-01 20:00:00,22.77,0.0,6222.0,27563.25,52876.0,6
2020-11-01 21:00:00,19.65,0.0,6248.0,26511.75,50536.75,6
2020-11-01 22:00:00,19.06,0.0,6225.5,25770.5,49794.75,6
2020-11-01 23:00:00,7.0,0.0,6226.75,26619.75,46133.25,6
2020-11-02 00:00:00,0.12,0.0,6207.25,27830.75,43528.25,0
2020-11-02 01:00:00,-0.04,0.0,6147.25,28571.0,42923.75,0
2020-11-02 02:00:00,-0.93,0.0,6049.0,28121.0,42983.0,0
2020-11-02 03:00:00,-10.48,0.0,6053.25,25710.5,43743.25,0
2020-11-02 04:00:00,-1.39,0.0,5923.5,28859.0,44533.5,0
2020-11-02 05:00:00,0.12,0.0,5732.75,32056.0,49261.5,0
2020-11-02 06:00:00,24.84,0.75,5272.25,34030.25,58983.75,0
2020-11-02 07:00:00,33.71,187.5,5307.5,33349.5,65457.0,0
2020-11-02 08:00:00,33.52,1250.0,5421.75,32620.75,68329.0,0
2020-11-02 09:00:00,29.97,3481.25,5528.25,32605.75,68641.25,0
2020-11-02 10:00:00,29.94,6295.75,5503.0,33177.0,70097.75,0
2020-11-02 11:00:00,27.06,8536.75,5511.75,33401.5,71851.0,0
2020-11-02 12:00:00,27.29,9290.5,5528.75,32844.25,72175.75,0
2020-11-02 13:00:00,28.16,8617.25,5582.25,32298.0,70615.75,0
2020-11-02 14:00:00,29.46,6575.25,5608.0,31500.75,69708.25,0
2020-11-02 15:00:00,34.76,3306.5,5628.0,30354.0,67621.5,0
2020-11-02 16:00:00,37.21,588.25,5636.5,30045.75,66537.0,0
2020-11-02 17:00:00,39.19,0.25,5796.25,30328.75,70201.75,0
2020-11-02 18:00:00,37.63,0.0,5863.0,30859.75,70408.75,0
2020-11-02 19:00:00,37.81,0.0,5831.5,30987.5,68331.5,0
2020-11-02 20:00:00,35.09,0.0,5812.0,29860.25,63934.75,0
2020-11-02 21:00:00,33.06,0.0,5873.5,28452.0,60166.5,0
2020-11-02 22:00:00,29.73,0.0,5902.0,25698.75,56308.75,0
2020-11-02 23:00:00,25.67,0.0,5922.5,24730.75,51413.75,0
2020-11-03 00:00:00,23.22,0.0,5925.75,23288.5,48657.0,1
2020-11-03 01:00:00,23.27,0.0,5905.25,21730.5,46587.0,1
2020-11-03 02:00:00,22.28,0.0,5867.25,20678.75,45723.0,1
2020-11-03 03:00:00,19.59,0.0,5856.5,19607.75,45825.0,1
2020-11-03 04:00:00,23.92,0.0,5880.25,19414.5,47475.25,1
2020-11-03 05:00:00,27.48,0.0,5897.5,18854.25,51779.25,1
2020-11-03 06:00:00,34.02,1.25,5607.75,18600.25,59001.0,1
2020-11-03 07:00:00,43.01,310.75,5018.0,16980.5,64496.25,1
2020-11-03 08:00:00,42.48,2625.25,5259.75,13985.75,67714.5,1
2020-11-03 09:00:00,39.38,6046.25,5135.5,11646.0,67207.0,1
2020-11-03 10:00:00,37.6,9007.5,5068.0,10372.75,67703.75,1
2020-11-03 11:00:00,36.45,10649.0,4328.0,8938.5,68661.5,1
2020-11-03 12:00:00,39.79,10292.75,3725.25,8323.5,68422.25,1
2020-11-03 13:00:00,43.12,8371.5,3347.75,7736.75,67749.25,1
2020-11-03 14:00:00,42.46,5477.0,4567.0,8081.75,66877.0,1
2020-11-03 15:00:00,42.98,2258.0,4839.0,8411.25,66382.5,1
2020-11-03 16:00:00,41.04,285.0,4925.75,9757.0,65687.5,1
2020-11-03 17:00:00,45.99,0.25,5352.25,12536.75,68987.5,1
2020-11-03 18:00:00,47.53,0.0,5409.0,15329.25,69053.0,1
2020-11-03 19:00:00,43.54,0.0,4908.75,17132.25,67121.25,1
2020-11-03 20:00:00,41.57,0.0,4605.75,18517.25,63213.0,1
2020-11-03 21:00:00,33.76,0.0,4774.25,18509.75,59188.75,1
2020-11-03 22:00:00,33.95,0.0,5447.5,18086.0,56218.0,1
2020-11-03 23:00:00,29.35,0.0,5780.5,18068.25,52235.0,1
2020-11-04 00:00:00,28.75,0.0,6012.0,17918.25,48473.75,2
2020-11-04 01:00:00,27.27,0.0,6234.75,17715.25,46694.5,2
2020-11-04 02:00:00,26.85,0.0,6166.75,17323.25,46465.75,2
2020-11-04 03:00:00,27.32,0.0,5348.75,16861.75,47080.0,2
2020-11-04 04:00:00,29.38,0.0,5181.75,16121.0,48625.0,2
2020-11-04 05:00:00,31.75,0.0,5155.75,15444.0,52557.75,2
2020-11-04 06:00:00,41.18,0.75,4966.0,14678.25,60554.25,2
2020-11-04 07:00:00,46.64,357.25,4961.5,13846.75,65797.75,2
2020-11-04 08:00:00,50.09,3026.0,5054.5,11949.25,68346.75,2
2020-11-04 09:00:00,45.87,7064.5,5030.25,10076.0,68688.25,2
2020-11-04 10:00:00,38.59,10539.25,4805.25,8066.5,68744.75,2
2020-11-04 11:00:00,38.37,12494.0,4438.75,7319.75,69808.25,2
2020-11-04 12:00:00,38.22,12094.75,4150.5,7369.25,69116.25,2
2020-11-04 13:00:00,39.37,10036.25,4354.75,7402.75,67920.0,2
2020-11-04 14:00:00,43.72,6992.75,4581.25,7253.5,66758.5,2
2020-11-04 15:00:00,44.1,3481.25,4316.5,6540.0,66022.0,2
2020-11-04 16:00:00,46.43,483.0,3617.5,6400.0,64685.0,2
2020-11-04 17:00:00,57.49,0.25,3713.75,7370.25,67695.5,2
2020-11-04 18:00:00,60.12,0.0,4063.25,8824.0,67925.75,2
2020-11-04 19:00:00,50.6,0.0,3837.5,10184.75,66526.25,2
2020-11-04 20:00:00,43.26,0.0,3437.0,11121.25,62514.75,2
2020-11-04 21:00:00,36.3,0.0,3601.0,11424.5,58870.5,2
2020-11-04 22:00:00,35.63,0.0,3832.75,11224.75,56058.5,2
2020-11-04 23:00:00,32.99,0.0,3811.25,10913.5,52326.25,2
2020-11-05 00:00:00,32.1,0.0,4101.75,10904.0,49681.0,3
2020-11-05 01:00:00,32.0,0.0,4004.5,10685.5,48515.5,3
2020-11-05 02:00:00,30.58,0.0,4063.25,10228.75,47666.25,3
2020-11-05 03:00:00,30.02,0.0,4637.5,9787.0,48416.25,3
2020-11-05 04:00:00,30.27,0.0,5066.0,9787.75,49538.5,3
2020-11-05 05:00:00,33.19,0.0,5299.25,10253.0,53241.25,3
2020-11-05 06:00:00,37.32,0.75,5313.25,10753.5,59765.0,3
2020-11-05 07:00:00,44.45,380.25,5208.25,11082.0,65093.0,3
2020-11-05 08:00:00,46.82,3930.25,5600.5,10062.5,67927.0,3
2020-11-05 09:00:00,44.18,9611.75,4897.25,8174.25,67506.75,3
2020-11-05 10:00:00,40.6,14429.25,4616.0,6801.5,67924.75,3
2020-11-05 11:00:00,34.56,16805.5,4677.0,6975.0,68684.0,3
2020-11-05 12:00:00,33.1,16327.5,4685.25,8008.25,69042.5,3
2020-11-05 13:00:00,33.73,13954.75,5553.25,9004.0,68076.75,3
2020-11-05 14:00:00,34.45,10019.0,5597.75,9729.75,67021.5,3
2020-11-05 15:00:00,39.58,4692.25,5313.0,9815.5,65929.75,3
2020-11-05 16:00:00,45.84,700.25,4642.0,9536.25,64562.0,3
2020-11-05 17:00:00,49.26,0.25,3975.25,10151.5,67673.5,3
2020-11-05 18:00:00,52.4,0.0,3128.25,10905.75,67904.5,3
2020-11-05 19:00:00,49.07,0.0,2843.75,11197.25,66317.0,3
2020-11-05 20:00:00,43.55,0.0,2953.75,11031.75,62738.25,3
2020-11-05 21:00:00,38.25,0.0,2789.25,10663.5,59232.25,3
2020-11-05 22:00:00,38.1,0.0,2483.0,10392.0,56721.0,3
2020-11-05 23:00:00,34.4,0.0,2326.25,9988.25,53433.75,3
2020-11-06 00:00:00,34.0,0.0,2221.25,9460.5,49884.0,4
2020-11-06 01:00:00,32.13,0.0,2220.75,8813.25,47957.0,4
2020-11-06 02:00:00,31.49,0.0,2256.5,8402.75,47111.25,4
2020-11-06 03:00:00,30.05,0.0,2285.0,8096.0,47552.75,4
2020-11-06 04:00:00,31.06,0.0,2175.25,7662.25,49132.5,4
2020-11-06 05:00:00,32.4,0.0,1920.0,7059.75,52074.0,4
2020-11-06 06:00:00,42.99,0.0,1590.5,6586.25,58658.5,4
2020-11-06 07:00:00,47.73,329.5,1235.25,6254.75,64089.0,4
2020-11-06 08:00:00,50.36,3299.0,1043.0,5714.75,66612.25,4
2020-11-06 09:00:00,47.93,7669.75,779.0,4934.75,67720.75,4
2020-11-06 10:00:00,45.1,11491.5,629.75,3593.75,68754.5,4
2020-11-06 11:00:00,43.3,13731.5,551.0,2711.0,68689.75,4
2020-11-06 12:00:00,39.38,14383.5,482.25,2395.0,68148.5,4
2020-11-06 13:00:00,38.27,12890.75,399.0,2258.75,66602.75,4
2020-11-06 14:00:00,38.9,9391.0,318.75,2246.75,65137.0,4
2020-11-06 15:00:00,43.34,4381.5,235.5,2378.0,63889.25,4
2020-11-06 16:00:00,46.71,578.25,190.75,3066.75,63917.25,4
2020-11-06 17:00:00,52.0,0.25,170.0,4410.75,67627.25,4
2020-11-06 18:00:00,50.38,0.0,133.5,5729.75,67252.5,4
2020-11-06 19:00:00,47.79,0.0,155.25,6707.75,65320.25,4
2020-11-06 20:00:00,40.81,0.0,244.75,7357.25,61233.75,4
2020-11-06 21:00:00,36.37,0.0,312.25,8055.0,57247.75,4
2020-11-06 22:00:00,37.0,0.0,382.0,8125.25,53973.25,4
2020-11-06 23:00:00,33.49,0.0,669.25,8197.0,50493.25,4
2020-11-07 00:00:00,35.05,0.0,886.25,8140.5,47974.25,5
2020-11-07 01:00:00,31.65,0.0,1120.25,8153.75,46193.25,5
2020-11-07 02:00:00,31.16,0.0,1416.75,8328.5,45020.0,5
2020-11-07 03:00:00,29.91,0.0,1654.0,8306.0,45102.25,5
2020-11-07 04:00:00,29.05,0.0,1803.75,8290.75,45257.75,5
2020-11-07 05:00:00,28.7,0.0,1757.0,8618.0,45597.75,5
2020-11-07 06:00:00,30.33,0.25,1684.5,8605.0,46963.5,5
2020-11-07 07:00:00,30.84,402.0,1507.25,8646.75,49705.0,5
2020-11-07 08:00:00,34.62,3625.75,1246.5,7956.25,53670.5,5
2020-11-07 09:00:00,34.58,8894.5,936.5,6494.25,55380.0,5
2020-11-07 10:00:00,32.1,13931.0,590.75,4437.5,56473.0,5
2020-11-07 11:00:00,31.75,17362.5,387.0,2877.0,58737.5,5
2020-11-07 12:00:00,32.78,17707.5,334.5,1842.0,57956.5,5
2020-11-07 13:00:00,32.1,15535.0,215.75,1385.0,55840.5,5
2020-11-07 14:00:00,33.7,10931.75,138.5,1137.0,54595.0,5
2020-11-07 15:00:00,41.02,4981.0,157.0,1297.25,54101.25,5
2020-11-07 16:00:00,47.0,776.0,198.0,2169.75,54687.0,5
2020-11-07 17:00:00,52.11,0.0,239.0,3432.25,59115.75,5
2020-11-07 18:00:00,48.84,0.0,252.5,4454.25,60137.0,5
2020-11-07 19:00:00,46.6,0.0,235.25,4961.0,57861.75,5
2020-11-07 20:00:00,42.85,0.0,232.25,4619.25,53775.75,5
